model,register,number,dim_id,dim_label,v_human,v_model,delta_v,se,b_d,score
gemini_3_thinking,unseen,014,dim5,3rd person,80.249880,59.829060,20.420820,3.168931,6.444072,74.553457
gemini_3_thinking,unseen,014,dim6,Word length,4.598769,4.655884,-0.057115,0.025802,-2.213556,98.758045
gemini_3_thinking,unseen,014,dim7,Complementizers,0.500000,0.630769,-0.130769,0.020397,-6.411075,73.846154
gemini_3_thinking,unseen,014,dim8,BÍN coverage,0.937325,0.970077,-0.032752,0.013884,-2.358900,96.505801
gemini_3_thinking,unseen,014,dim9,Tree depth,6.357143,6.594340,-0.237197,0.167856,-1.413100,96.268815
gemini_3_thinking,unseen,014,dim10,LIX readability,29.316803,30.030110,-0.713308,0.668348,-1.067270,97.566898
gemini_3_thinking,unseen,014,dim11,Lexical diversity (MTLD),130.039526,146.101355,-16.061829,3.339936,-4.809023,87.648503
gemini_3_thinking,unseen,015,dim1,Subject drop,0.011345,0.023364,-0.012019,0.003683,-3.263666,0.000000
gemini_3_thinking,unseen,015,dim2,Subordination,0.346521,0.306452,0.040070,0.007727,5.185793,88.436627
gemini_3_thinking,unseen,015,dim3,NP length,1.795435,1.909091,-0.113656,0.049767,-2.283781,93.669704
gemini_3_thinking,unseen,015,dim4,Past tense,0.814755,0.687059,0.127697,0.025168,5.073704,84.327003
gemini_3_thinking,unseen,015,dim5,3rd person,67.552844,56.775938,10.776906,3.168931,3.400801,84.046703
gemini_3_thinking,unseen,015,dim6,Word length,4.590061,4.655954,-0.065893,0.025802,-2.553755,98.564452
gemini_3_thinking,unseen,015,dim7,Complementizers,0.552239,0.641791,-0.089552,0.020397,-4.390376,83.783784
gemini_3_thinking,unseen,015,dim8,BÍN coverage,0.976468,0.962093,0.014375,0.013884,1.035332,98.527858
gemini_3_thinking,unseen,015,dim9,Tree depth,6.517857,5.948207,0.569650,0.167856,3.393691,91.260165
gemini_3_thinking,unseen,015,dim10,LIX readability,28.994627,25.530512,3.464115,0.668348,5.183100,88.052563
gemini_3_thinking,unseen,015,dim11,Lexical diversity (MTLD),126.937915,153.366687,-26.428773,3.339936,-7.912957,79.179765
gpt_5,academic,001,dim1,Subject drop,0.069767,0.048780,0.020987,0.012185,1.722399,69.918699
gpt_5,academic,001,dim2,Subordination,0.535211,0.636364,-0.101152,0.020988,-4.819433,81.100478
gpt_5,academic,001,dim3,NP length,2.861472,3.885000,-1.023528,0.156208,-6.552337,64.230711
gpt_5,academic,001,dim4,Past tense,0.316239,0.211679,0.104560,0.044566,2.346216,66.936279
gpt_5,academic,001,dim5,3rd person,28.938907,39.560440,-10.621533,1.478331,-7.184815,63.296703
gpt_5,academic,001,dim6,Word length,4.818966,4.650951,0.168014,0.070790,2.373432,96.513477
gpt_5,academic,001,dim7,Complementizers,0.588235,0.482759,0.105477,0.030356,3.474660,82.068966
gpt_5,academic,001,dim8,BÍN coverage,0.897510,0.990902,-0.093392,0.010664,-8.757540,89.594322
gpt_5,academic,001,dim9,Tree depth,8.340426,11.214286,-2.873860,0.213457,-13.463416,65.543003
gpt_5,academic,001,dim10,LIX readability,41.341291,47.967396,-6.626105,1.445323,-4.584514,83.972187
gpt_5,academic,001,dim11,Lexical diversity (MTLD),175.330276,122.543656,52.786620,10.482520,5.035681,69.893038
gpt_5,academic,002,dim1,Subject drop,0.027027,0.000000,0.027027,0.012185,2.218107,0.000000
gpt_5,academic,002,dim2,Subordination,0.594286,0.696078,-0.101793,0.020988,-4.849943,82.871418
gpt_5,academic,002,dim3,NP length,3.610837,4.212264,-0.601427,0.156208,-3.850163,83.343844
gpt_5,academic,002,dim4,Past tense,0.071429,0.109756,-0.038328,0.044566,-0.860025,46.341463
gpt_5,academic,002,dim5,3rd person,40.065413,48.763251,-8.697838,1.478331,-5.883553,78.290906
gpt_5,academic,002,dim6,Word length,4.661001,4.975422,-0.314421,0.070790,-4.441633,93.254207
gpt_5,academic,002,dim7,Complementizers,0.375000,0.508197,-0.133197,0.030356,-4.387827,64.480874
gpt_5,academic,002,dim8,BÍN coverage,0.955619,0.996928,-0.041309,0.010664,-3.873621,95.677252
gpt_5,academic,002,dim9,Tree depth,10.315789,10.245614,0.070175,0.213457,0.328757,99.319728
gpt_5,academic,002,dim10,LIX readability,47.267161,46.805239,0.461922,1.445323,0.319598,99.022743
gpt_5,academic,002,dim11,Lexical diversity (MTLD),106.179338,164.101048,-57.921711,10.482520,-5.525552,45.449169
gpt_5,academic,003,dim1,Subject drop,0.016949,0.071429,-0.054479,0.012185,-4.471124,0.000000
gpt_5,academic,003,dim2,Subordination,0.277108,0.624161,-0.347053,0.020988,-16.535421,0.000000
gpt_5,academic,003,dim3,NP length,3.027778,3.390374,-0.362597,0.156208,-2.321240,88.024334
gpt_5,academic,003,dim4,Past tense,0.628319,0.584071,0.044248,0.044566,0.992869,92.957746
gpt_5,academic,003,dim5,3rd person,13.389121,19.193858,-5.804737,1.478331,-3.926548,56.645873
gpt_5,academic,003,dim6,Word length,5.731214,5.769072,-0.037858,0.070790,-0.534800,99.339437
gpt_5,academic,003,dim7,Complementizers,0.696970,0.540000,0.156970,0.030356,5.170967,77.478261
gpt_5,academic,003,dim8,BÍN coverage,0.955684,0.994845,-0.039161,0.010664,-3.672199,95.902307
gpt_5,academic,003,dim9,Tree depth,8.000000,10.071429,-2.071429,0.213457,-9.704197,74.107143
gpt_5,academic,003,dim10,LIX readability,52.854544,55.754016,-2.899472,1.445323,-2.006106,94.514243
gpt_5,academic,003,dim11,Lexical diversity (MTLD),140.944837,168.116607,-27.171770,10.482520,-2.592103,80.721699
gpt_5,academic,004,dim1,Subject drop,0.022727,0.171875,-0.149148,0.012185,-12.240548,0.000000
gpt_5,academic,004,dim2,Subordination,0.412587,0.437500,-0.024913,0.020988,-1.186967,93.961864
gpt_5,academic,004,dim3,NP length,3.059574,3.188679,-0.129105,0.156208,-0.826492,95.780303
gpt_5,academic,004,dim4,Past tense,0.410256,0.021739,0.388517,0.044566,8.717879,5.298913
gpt_5,academic,004,dim5,3rd person,23.966942,21.922428,2.044514,1.478331,1.382988,91.469442
gpt_5,academic,004,dim6,Word length,5.389749,5.225391,0.164358,0.070790,2.321775,96.950552
gpt_5,academic,004,dim7,Complementizers,0.657143,0.600000,0.057143,0.030356,1.882426,91.304348
gpt_5,academic,004,dim8,BÍN coverage,0.916828,0.997240,-0.080412,0.010664,-7.540382,91.229325
gpt_5,academic,004,dim9,Tree depth,8.019608,8.234375,-0.214767,0.213457,-1.006138,97.321974
gpt_5,academic,004,dim10,LIX readability,48.297099,43.586002,4.711096,1.445323,3.259545,90.245592
gpt_5,academic,004,dim11,Lexical diversity (MTLD),188.282865,166.902626,21.380238,10.482520,2.039609,88.644618
gpt_5,academic,005,dim1,Subject drop,0.075472,0.046512,0.028960,0.012185,2.376752,61.627907
gpt_5,academic,005,dim2,Subordination,0.447761,0.634483,-0.186722,0.020988,-8.896402,58.298851
gpt_5,academic,005,dim3,NP length,3.719048,4.141975,-0.422928,0.156208,-2.707463,88.628065
gpt_5,academic,005,dim4,Past tense,0.057692,0.203390,-0.145698,0.044566,-3.269284,0.000000
gpt_5,academic,005,dim5,3rd person,10.109520,17.576318,-7.466798,1.478331,-5.050831,26.140919
gpt_5,academic,005,dim6,Word length,5.747447,5.098361,0.649086,0.070790,9.169226,88.706534
gpt_5,academic,005,dim7,Complementizers,0.687500,0.803922,-0.116422,0.030356,-3.835212,83.065954
gpt_5,academic,005,dim8,BÍN coverage,0.991643,0.992828,-0.001185,0.010664,-0.111120,99.880501
gpt_5,academic,005,dim9,Tree depth,8.464286,9.744186,-1.279900,0.213457,-5.996057,84.878815
gpt_5,academic,005,dim10,LIX readability,52.565476,47.697674,4.867802,1.445323,3.367968,90.739546
gpt_5,academic,005,dim11,Lexical diversity (MTLD),179.741136,166.982538,12.758598,10.482520,1.217131,92.901682
gpt_5,academic,006,dim1,Subject drop,0.125000,0.037037,0.087963,0.012185,7.219117,29.629630
gpt_5,academic,006,dim2,Subordination,0.515528,0.645503,-0.129975,0.020988,-6.192681,74.788041
gpt_5,academic,006,dim3,NP length,3.022026,3.451163,-0.429136,0.156208,-2.747209,85.799715
gpt_5,academic,006,dim4,Past tense,0.223140,0.077922,0.145218,0.044566,3.258533,34.920635
gpt_5,academic,006,dim5,3rd person,19.936204,36.253776,-16.317572,1.478331,-11.037836,18.151057
gpt_5,academic,006,dim6,Word length,5.048358,4.913333,0.135024,0.070790,1.907403,97.325381
gpt_5,academic,006,dim7,Complementizers,0.476190,0.641791,-0.165601,0.030356,-5.455289,65.223881
gpt_5,academic,006,dim8,BÍN coverage,0.958029,0.990000,-0.031971,0.010664,-2.997980,96.662836
gpt_5,academic,006,dim9,Tree depth,8.500000,9.571429,-1.071429,0.213457,-5.019412,87.394958
gpt_5,academic,006,dim10,LIX readability,43.133180,43.606322,-0.473142,1.445323,-0.327361,98.903067
gpt_5,academic,006,dim11,Lexical diversity (MTLD),173.926719,127.561207,46.365512,10.482520,4.423127,73.341927
gpt_5,academic,007,dim1,Subject drop,0.093023,0.169811,-0.076788,0.012185,-6.301994,17.452830
gpt_5,academic,007,dim2,Subordination,0.455882,0.367347,0.088535,0.020988,4.218295,80.579329
gpt_5,academic,007,dim3,NP length,3.665025,3.209184,0.455841,0.156208,2.918165,87.562404
gpt_5,academic,007,dim4,Past tense,0.140351,0.026087,0.114264,0.044566,2.563950,18.586957
gpt_5,academic,007,dim5,3rd person,23.430962,26.905830,-3.474867,1.478331,-2.350534,85.169763
gpt_5,academic,007,dim6,Word length,5.750919,5.405352,0.345567,0.070790,4.881610,93.991095
gpt_5,academic,007,dim7,Complementizers,0.560000,0.657143,-0.097143,0.030356,-3.200124,82.653061
gpt_5,academic,007,dim8,BÍN coverage,0.984375,0.997027,-0.012652,0.010664,-1.186401,98.714717
gpt_5,academic,007,dim9,Tree depth,9.369565,8.264151,1.105414,0.213457,5.178628,88.202075
gpt_5,academic,007,dim10,LIX readability,54.930430,47.679956,7.250474,1.445323,5.016507,86.800624
gpt_5,academic,007,dim11,Lexical diversity (MTLD),137.754361,160.087945,-22.333584,10.482520,-2.130555,83.787385
gpt_5,academic,008,dim1,Subject drop,0.057692,0.162791,-0.105098,0.012185,-8.625421,0.000000
gpt_5,academic,008,dim2,Subordination,0.454545,0.637795,-0.183250,0.020988,-8.730990,59.685039
gpt_5,academic,008,dim3,NP length,2.834746,4.644737,-1.809991,0.156208,-11.587050,36.149792
gpt_5,academic,008,dim4,Past tense,0.060606,0.028571,0.032035,0.044566,0.718820,47.142857
gpt_5,academic,008,dim5,3rd person,21.367521,22.603978,-1.236457,1.478331,-0.836387,94.213382
gpt_5,academic,008,dim6,Word length,5.699627,5.328402,0.371224,0.070790,5.244053,93.486863
gpt_5,academic,008,dim7,Complementizers,0.627907,0.600000,0.027907,0.030356,0.919324,95.555556
gpt_5,academic,008,dim8,BÍN coverage,0.991604,1.000000,-0.008396,0.010664,-0.787308,99.153291
gpt_5,academic,008,dim9,Tree depth,8.301887,10.400000,-2.098113,0.213457,-9.829208,74.727273
gpt_5,academic,008,dim10,LIX readability,49.901357,49.555030,0.346327,1.445323,0.239619,99.305976
gpt_5,academic,008,dim11,Lexical diversity (MTLD),170.604091,161.803625,8.800466,10.482520,0.839537,94.841585
gpt_5,academic,009,dim1,Subject drop,0.098039,0.051724,0.046315,0.012185,3.801077,52.758621
gpt_5,academic,009,dim2,Subordination,0.364238,0.400000,-0.035762,0.020988,-1.703871,90.181818
gpt_5,academic,009,dim3,NP length,3.806763,2.927885,0.878879,0.156208,5.626332,76.912705
gpt_5,academic,009,dim4,Past tense,0.552000,0.921875,-0.369875,0.044566,-8.299568,32.993659
gpt_5,academic,009,dim5,3rd person,37.593985,38.961039,-1.367054,1.478331,-0.924728,96.363636
gpt_5,academic,009,dim6,Word length,5.647004,4.926425,0.720579,0.070790,10.179161,87.239625
gpt_5,academic,009,dim7,Complementizers,0.400000,0.625000,-0.225000,0.030356,-7.412052,43.750000
gpt_5,academic,009,dim8,BÍN coverage,0.970037,0.991710,-0.021673,0.010664,-2.032317,97.765755
gpt_5,academic,009,dim9,Tree depth,8.754717,8.254237,0.500480,0.213457,2.344640,94.283314
gpt_5,academic,009,dim10,LIX readability,48.444399,39.879248,8.565151,1.445323,5.926115,82.319626
gpt_5,academic,009,dim11,Lexical diversity (MTLD),215.621657,137.857143,77.764514,10.482520,7.418495,63.934739
gpt_5,academic,010,dim1,Subject drop,0.066667,0.150000,-0.083333,0.012185,-6.839163,0.000000
gpt_5,academic,010,dim2,Subordination,0.398601,0.569231,-0.170629,0.020988,-8.129685,57.192982
gpt_5,academic,010,dim3,NP length,3.726027,3.649351,0.076677,0.156208,0.490863,97.942131
gpt_5,academic,010,dim4,Past tense,0.690265,0.578431,0.111834,0.044566,2.509428,83.798391
gpt_5,academic,010,dim5,3rd person,17.670683,29.927761,-12.257078,1.478331,-8.291160,30.636082
gpt_5,academic,010,dim6,Word length,5.703140,5.523705,0.179435,0.070790,2.534769,96.853745
gpt_5,academic,010,dim7,Complementizers,0.678571,0.586957,0.091615,0.030356,3.018020,86.498856
gpt_5,academic,010,dim8,BÍN coverage,0.969553,0.996692,-0.027139,0.010664,-2.544874,97.200875
gpt_5,academic,010,dim9,Tree depth,7.885246,9.900000,-2.014754,0.213457,-9.438689,74.449064
gpt_5,academic,010,dim10,LIX readability,48.461798,54.097271,-5.635474,1.445323,-3.899110,88.371307
gpt_5,academic,010,dim11,Lexical diversity (MTLD),125.090323,130.858646,-5.768323,10.482520,-0.550280,95.388673
gpt_5,academic,011,dim1,Subject drop,0.020000,0.195122,-0.175122,0.012185,-14.372252,0.000000
gpt_5,academic,011,dim2,Subordination,0.419580,0.534483,-0.114902,0.020988,-5.474554,72.614943
gpt_5,academic,011,dim3,NP length,3.201717,4.081081,-0.879364,0.156208,-5.629441,72.534599
gpt_5,academic,011,dim4,Past tense,0.410256,0.457447,-0.047190,0.044566,-1.058898,88.497340
gpt_5,academic,011,dim5,3rd person,17.647059,18.947368,-1.300310,1.478331,-0.879580,92.631579
gpt_5,academic,011,dim6,Word length,5.707648,5.555556,0.152092,0.070790,2.148508,97.335293
gpt_5,academic,011,dim7,Complementizers,0.666667,0.641026,0.025641,0.030356,0.844678,96.153846
gpt_5,academic,011,dim8,BÍN coverage,0.975799,0.997755,-0.021956,0.010664,-2.058855,97.749946
gpt_5,academic,011,dim9,Tree depth,8.380000,9.682927,-1.302927,0.213457,-6.103932,84.451947
gpt_5,academic,011,dim10,LIX readability,52.404409,52.259205,0.145205,1.445323,0.100465,99.722915
gpt_5,academic,011,dim11,Lexical diversity (MTLD),132.919528,144.193155,-11.273628,10.482520,-1.075469,91.518456
gpt_5,academic,012,dim1,Subject drop,0.097561,0.056604,0.040957,0.012185,3.361356,58.018868
gpt_5,academic,012,dim2,Subordination,0.500000,0.565217,-0.065217,0.020988,-3.107301,86.956522
gpt_5,academic,012,dim3,NP length,4.484211,3.255814,1.228397,0.156208,7.863847,72.606180
gpt_5,academic,012,dim4,Past tense,0.468085,0.558824,-0.090738,0.044566,-2.036065,80.614973
gpt_5,academic,012,dim5,3rd person,7.930214,20.900322,-12.970107,1.478331,-8.773481,0.000000
gpt_5,academic,012,dim6,Word length,5.727885,5.554878,0.173007,0.070790,2.443954,96.979573
gpt_5,academic,012,dim7,Complementizers,0.761905,0.576271,0.185634,0.030356,6.115225,75.635593
gpt_5,academic,012,dim8,BÍN coverage,0.822115,0.994774,-0.172659,0.010664,-16.190553,78.998194
gpt_5,academic,012,dim9,Tree depth,7.576271,9.490566,-1.914295,0.213457,-8.968059,74.733021
gpt_5,academic,012,dim10,LIX readability,50.673077,52.496614,-1.823537,1.445323,-1.261681,96.401368
gpt_5,academic,012,dim11,Lexical diversity (MTLD),165.656924,156.549732,9.107191,10.482520,0.868798,94.502378
gpt_5,academic,013,dim1,Subject drop,0.042553,0.054545,-0.011992,0.012185,-0.984205,71.818182
gpt_5,academic,013,dim2,Subordination,0.319018,0.556962,-0.237944,0.020988,-11.336891,25.413827
gpt_5,academic,013,dim3,NP length,2.988327,3.842365,-0.854038,0.156208,-5.467307,71.420874
gpt_5,academic,013,dim4,Past tense,0.537736,0.533835,0.003901,0.044566,0.087540,99.274502
gpt_5,academic,013,dim5,3rd person,10.172144,20.712510,-10.540366,1.478331,-7.129911,0.000000
gpt_5,academic,013,dim6,Word length,5.750000,5.731903,0.018097,0.070790,0.255638,99.685278
gpt_5,academic,013,dim7,Complementizers,0.666667,0.543860,0.122807,0.030356,4.045564,81.578947
gpt_5,academic,013,dim8,BÍN coverage,0.909091,0.995532,-0.086441,0.010664,-8.105732,90.491491
gpt_5,academic,013,dim9,Tree depth,8.000000,9.145455,-1.145455,0.213457,-5.366208,85.681818
gpt_5,academic,013,dim10,LIX readability,51.781172,52.159574,-0.378402,1.445323,-0.261811,99.269229
gpt_5,academic,013,dim11,Lexical diversity (MTLD),190.780671,166.080755,24.699915,10.482520,2.356296,87.053240
gpt_5,academic,014,dim1,Subject drop,0.042857,0.071429,-0.028571,0.012185,-2.344856,33.333333
gpt_5,academic,014,dim2,Subordination,0.205674,0.491803,-0.286130,0.020988,-13.632722,0.000000
gpt_5,academic,014,dim3,NP length,3.174274,3.439189,-0.264915,0.156208,-1.695913,91.654301
gpt_5,academic,014,dim4,Past tense,0.500000,0.536082,-0.036082,0.044566,-0.809649,92.783505
gpt_5,academic,014,dim5,3rd person,11.456628,9.302326,2.154303,1.478331,1.457254,81.196013
gpt_5,academic,014,dim6,Word length,6.156190,5.810499,0.345691,0.070790,4.883359,94.384659
gpt_5,academic,014,dim7,Complementizers,0.850000,0.575000,0.275000,0.030356,9.059175,67.647059
gpt_5,academic,014,dim8,BÍN coverage,0.929524,0.976953,-0.047429,0.010664,-4.447505,94.897496
gpt_5,academic,014,dim9,Tree depth,6.269663,8.690476,-2.420813,0.213457,-11.340989,61.388462
gpt_5,academic,014,dim10,LIX readability,52.363095,54.958874,-2.595779,1.445323,-1.795985,95.042732
gpt_5,academic,014,dim11,Lexical diversity (MTLD),278.760408,183.791667,94.968742,10.482520,9.059725,65.931768
gpt_5,academic,015,dim1,Subject drop,0.057692,0.155556,-0.097863,0.012185,-8.031633,0.000000
gpt_5,academic,015,dim2,Subordination,0.449664,0.568345,-0.118681,0.020988,-5.654585,73.606786
gpt_5,academic,015,dim3,NP length,2.969828,3.723529,-0.753702,0.156208,-4.824986,74.621361
gpt_5,academic,015,dim4,Past tense,0.285714,0.122807,0.162907,0.044566,3.655451,42.982456
gpt_5,academic,015,dim5,3rd person,26.178010,22.893773,3.284238,1.478331,2.221585,87.454212
gpt_5,academic,015,dim6,Word length,5.233397,5.412229,-0.178832,0.070790,-2.526249,96.582865
gpt_5,academic,015,dim7,Complementizers,0.604651,0.574074,0.030577,0.030356,1.007284,94.943020
gpt_5,academic,015,dim8,BÍN coverage,0.991461,0.985207,0.006254,0.010664,0.586449,99.369214
gpt_5,academic,015,dim9,Tree depth,9.113208,10.130435,-1.017227,0.213457,-4.765491,88.837879
gpt_5,academic,015,dim10,LIX readability,44.376204,52.023754,-7.647551,1.445323,-5.291239,82.766550
gpt_5,academic,015,dim11,Lexical diversity (MTLD),127.188019,146.428814,-19.240794,10.482520,-1.835512,84.872164
gpt_5,blog,001,dim1,Subject drop,0.051724,0.014925,0.036799,0.012010,3.064037,28.855721
gpt_5,blog,001,dim2,Subordination,0.534884,0.502674,0.032210,0.027200,1.184203,93.978145
gpt_5,blog,001,dim3,NP length,3.396226,3.413793,-0.017567,0.158667,-0.110714,99.482759
gpt_5,blog,001,dim4,Past tense,0.136364,0.112583,0.023781,0.040521,0.586878,82.560706
gpt_5,blog,001,dim5,3rd person,29.268293,35.634744,-6.366451,2.697098,-2.360482,78.247958
gpt_5,blog,001,dim6,Word length,5.274474,4.949917,0.324557,0.055770,5.819522,93.846639
gpt_5,blog,001,dim7,Complementizers,0.448980,0.553191,-0.104212,0.031747,-3.282576,76.789168
gpt_5,blog,001,dim8,BÍN coverage,0.998170,0.998331,-0.000161,0.010244,-0.015717,99.983870
gpt_5,blog,001,dim9,Tree depth,9.166667,8.537313,0.629353,0.251564,2.501761,93.134328
gpt_5,blog,001,dim10,LIX readability,44.618968,41.670246,2.948722,1.028855,2.866023,93.391327
gpt_5,blog,001,dim11,Lexical diversity (MTLD),160.125544,126.392912,33.732632,7.800888,4.324204,78.933635
gpt_5,blog,002,dim1,Subject drop,0.000000,0.063492,-0.063492,0.012010,-5.286646,0.000000
gpt_5,blog,002,dim2,Subordination,0.415205,0.559585,-0.144381,0.027200,-5.308183,65.226593
gpt_5,blog,002,dim3,NP length,3.136752,3.473451,-0.336699,0.158667,-2.122055,89.265993
gpt_5,blog,002,dim4,Past tense,0.146552,0.651613,-0.505061,0.040521,-12.464196,0.000000
gpt_5,blog,002,dim5,3rd person,26.294821,67.441860,-41.147040,2.697098,-15.256043,0.000000
gpt_5,blog,002,dim6,Word length,5.383410,4.393170,0.990240,0.055770,17.755641,81.605707
gpt_5,blog,002,dim7,Complementizers,0.470588,0.730769,-0.260181,0.031747,-8.195455,44.711538
gpt_5,blog,002,dim8,BÍN coverage,0.993548,1.000000,-0.006452,0.010244,-0.629861,99.350610
gpt_5,blog,002,dim9,Tree depth,8.015625,9.063492,-1.047867,0.251564,-4.165408,86.927195
gpt_5,blog,002,dim10,LIX readability,45.540234,34.764462,10.775772,1.028855,10.473557,76.337909
gpt_5,blog,002,dim11,Lexical diversity (MTLD),181.300912,87.814944,93.485968,7.800888,11.984016,48.436019
gpt_5,blog,003,dim1,Subject drop,0.031746,0.071429,-0.039683,0.012010,-3.304154,0.000000
gpt_5,blog,003,dim2,Subordination,0.406897,0.433673,-0.026777,0.027200,-0.984458,93.419232
gpt_5,blog,003,dim3,NP length,3.729469,2.709091,1.020378,0.158667,6.430955,72.640132
gpt_5,blog,003,dim4,Past tense,0.211864,0.012903,0.198961,0.040521,4.910081,6.090323
gpt_5,blog,003,dim5,3rd person,16.000000,29.285714,-13.285714,2.697098,-4.925930,16.964286
gpt_5,blog,003,dim6,Word length,5.309091,5.138272,0.170819,0.055770,3.062899,96.782513
gpt_5,blog,003,dim7,Complementizers,0.526316,0.707317,-0.181001,0.031747,-5.701369,65.609756
gpt_5,blog,003,dim8,BÍN coverage,0.989091,1.000000,-0.010909,0.010244,-1.064965,98.897068
gpt_5,blog,003,dim9,Tree depth,8.307692,7.178571,1.129121,0.251564,4.488402,86.408730
gpt_5,blog,003,dim10,LIX readability,44.599729,40.714488,3.885240,1.028855,3.776276,91.288646
gpt_5,blog,003,dim11,Lexical diversity (MTLD),157.471822,143.665687,13.806136,7.800888,1.769816,91.232631
gpt_5,blog,004,dim1,Subject drop,0.054795,0.025974,0.028820,0.012010,2.399729,47.402597
gpt_5,blog,004,dim2,Subordination,0.428571,0.534694,-0.106122,0.027200,-3.901608,75.238095
gpt_5,blog,004,dim3,NP length,2.774319,3.528517,-0.754198,0.158667,-4.753351,72.815021
gpt_5,blog,004,dim4,Past tense,0.237410,0.047120,0.190290,0.040521,4.696080,19.847692
gpt_5,blog,004,dim5,3rd person,36.555646,48.874598,-12.318952,2.697098,-4.567484,66.300822
gpt_5,blog,004,dim6,Word length,5.214087,4.754464,0.459623,0.055770,8.241331,91.184980
gpt_5,blog,004,dim7,Complementizers,0.581395,0.666667,-0.085271,0.031747,-2.685966,85.333333
gpt_5,blog,004,dim8,BÍN coverage,0.978684,0.994048,-0.015364,0.010244,-1.499873,98.430137
gpt_5,blog,004,dim9,Tree depth,7.384615,8.405063,-1.020448,0.251564,-4.056413,86.181435
gpt_5,blog,004,dim10,LIX readability,38.829428,37.782143,1.047285,1.028855,1.017913,97.302857
gpt_5,blog,004,dim11,Lexical diversity (MTLD),152.315500,102.066607,50.248893,7.800888,6.441432,67.009994
gpt_5,blog,005,dim1,Subject drop,0.042254,0.065789,-0.023536,0.012010,-1.959713,44.298246
gpt_5,blog,005,dim2,Subordination,0.435897,0.486726,-0.050828,0.027200,-1.868708,88.339407
gpt_5,blog,005,dim3,NP length,2.764706,3.173913,-0.409207,0.158667,-2.579038,85.198890
gpt_5,blog,005,dim4,Past tense,0.092308,0.024096,0.068211,0.040521,1.683359,26.104418
gpt_5,blog,005,dim5,3rd person,28.386050,39.133473,-10.747423,2.697098,-3.984810,62.138365
gpt_5,blog,005,dim6,Word length,5.576177,5.233807,0.342370,0.055770,6.138913,93.860130
gpt_5,blog,005,dim7,Complementizers,0.472222,0.627451,-0.155229,0.031747,-4.889559,67.128028
gpt_5,blog,005,dim8,BÍN coverage,1.000000,1.000000,0.000000,0.010244,0.000000,100.000000
gpt_5,blog,005,dim9,Tree depth,6.948718,8.355263,-1.406545,0.251564,-5.591200,79.758205
gpt_5,blog,005,dim10,LIX readability,42.148381,44.201315,-2.052934,1.028855,-1.995358,95.129269
gpt_5,blog,005,dim11,Lexical diversity (MTLD),203.663225,105.153816,98.509409,7.800888,12.627974,51.631224
gpt_5,blog,006,dim1,Subject drop,0.058824,0.120482,-0.061658,0.012010,-5.133966,0.000000
gpt_5,blog,006,dim2,Subordination,0.306358,0.450867,-0.144509,0.027200,-5.312884,52.830189
gpt_5,blog,006,dim3,NP length,2.147436,2.597403,-0.449967,0.158667,-2.835926,79.046327
gpt_5,blog,006,dim4,Past tense,0.208333,0.043478,0.164855,0.040521,4.068390,20.869565
gpt_5,blog,006,dim5,3rd person,34.482759,56.362084,-21.879325,2.697098,-8.112173,36.549957
gpt_5,blog,006,dim6,Word length,5.344576,4.587129,0.757447,0.055770,13.581516,85.827737
gpt_5,blog,006,dim7,Complementizers,0.516129,0.604651,-0.088522,0.031747,-2.788363,82.848837
gpt_5,blog,006,dim8,BÍN coverage,0.979034,0.995050,-0.016016,0.010244,-1.563523,98.364102
gpt_5,blog,006,dim9,Tree depth,5.963636,6.478723,-0.515087,0.251564,-2.047538,91.362870
gpt_5,blog,006,dim10,LIX readability,35.865746,30.051612,5.814134,1.028855,5.651072,83.789172
gpt_5,blog,006,dim11,Lexical diversity (MTLD),163.650462,80.695433,82.955029,7.800888,10.634049,49.309627
gpt_5,blog,007,dim1,Subject drop,0.111111,0.015625,0.095486,0.012010,7.950620,14.062500
gpt_5,blog,007,dim2,Subordination,0.232044,0.340336,-0.108292,0.027200,-3.981370,53.331333
gpt_5,blog,007,dim3,NP length,2.107143,2.194357,-0.087215,0.158667,-0.549672,95.861006
gpt_5,blog,007,dim4,Past tense,0.170068,0.049261,0.120807,0.040521,2.981345,28.965517
gpt_5,blog,007,dim5,3rd person,26.004728,47.349823,-21.345095,2.697098,-7.914098,17.918407
gpt_5,blog,007,dim6,Word length,5.354454,4.634761,0.719693,0.055770,12.904554,86.558985
gpt_5,blog,007,dim7,Complementizers,0.583333,0.738095,-0.154762,0.031747,-4.874853,73.469388
gpt_5,blog,007,dim8,BÍN coverage,0.995409,0.999160,-0.003751,0.010244,-0.366182,99.623170
gpt_5,blog,007,dim9,Tree depth,5.915094,5.647059,0.268036,0.251564,1.065476,95.468618
gpt_5,blog,007,dim10,LIX readability,38.005449,26.053743,11.951706,1.028855,11.616512,68.552650
gpt_5,blog,007,dim11,Lexical diversity (MTLD),212.033391,60.538838,151.494553,7.800888,19.420167,28.551559
gpt_5,blog,008,dim1,Subject drop,0.054545,0.045455,0.009091,0.012010,0.756952,83.333333
gpt_5,blog,008,dim2,Subordination,0.503268,0.525822,-0.022554,0.027200,-0.829187,95.518566
gpt_5,blog,008,dim3,NP length,2.884170,3.179825,-0.295655,0.158667,-1.863371,89.749055
gpt_5,blog,008,dim4,Past tense,0.328000,0.086957,0.241043,0.040521,5.948612,26.511135
